facility_id,facility_name,basin,city,state,zip_code,primary_naics_code,industry_type_subpart,total_emissions_2020,total_emissions_2019,total_emissions_2018,total_emissions_2017,total_emissions_2016,total_emissions_2015,total_emissions_2014,total_emissions_2013,total_emissions_2012,total_emissions_2011
1008471,CRI 395 Williston,395 - Williston Basin,Oklahoma City,OK,73102,211120,W-ONSH,1711594.22,3010593.896,2362287.802,1625650.358,1674608.056,1402187.238,1291886.08,683264.352,559697.236,1629774.786
1008503,Cabot Oil & Gas Corporation 160A Appalachian Basin (Eastern Overthrust area),160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77024,211130,W-ONSH,219638.164,530869.938,428318.536,360368.52,287297.334,321847.042,189410.984,247815.76,901166.626,739900.89
1008296,Caerus Piceance LLC,595 - Piceance Basin,Parachute,CO,81635,211130,W-ONSH,256595.398,438230.098,537701.236,315794.09,69260.908,61521.246,59946.764,22078.2,124561.246,139471.33
1008405,California Resources Production Corporation – Sacramento Valley Basin 730,730 - Sacramento Basin,Bakersfield,CA,93311,211130,W-ONSH,4697.05,7019.85,11428.95,21221.648,46554.98,215535.676,220565.494,226970.816,280791.964,84156.904
1009728,Callon (Eagle Ford) - Basin 220,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77042,211120,W-ONSH,180367.242,117845.62,342959.95,384423.348,412857.314,434412.342,294527.562,240897.52,145607.794,43192.138
1008523,"Chesapeake Appalachia LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",160A - Appalachian Basin (Eastern Overthrust Area),Oklahoma City,OK,73118,211130,W-ONSH,283073.702,191767.076,171904.452,155480.93,124641.758,148065.402,215020.822,368074.72,449390.576,394866.244
1008526,"Chesapeake Operating LLC, 220 - Gulf Coast Basin","220 - Gulf Coast Basin (LA, TX)",Oklahoma City,OK,73118,211120,"C,W-ONSH",1275834.226,1692275.992,1042170.464,1191797.062,844629.94,867805.928,1040799.854,1346026.744,872470.054,558994.894
1008527,"Chesapeake Operating LLC, 230 - Arkla Basin",230 - Arkla Basin,Oklahoma City,OK,73118,211130,W-ONSH,83896.642,146681.274,171009.014,161186.348,205642.502,236545.974,227425.27,169838.608,202642.566,461430.208
1008528,"Chesapeake Operating LLC, 260 - East Texas Basin",260 - East Texas Basin,Oklahoma City,OK,73118,211120,W-ONSH,22938.938,29902.524,0.0,2017.496,3113.428,463.346,50341.47,51151.502,76758.842,100076.51
1008530,"Chesapeake Operating LLC, 360 - Anadarko Basin",360 - Anadarko Basin,Oklahoma City,OK,73118,211120,W-ONSH,263627.66,376195.366,405305.152,1130167.474,1178596.122,1830756.92,2218586.256,2050758.406,1457214.502,1459411.892
1008538,"Chesapeake Operating LLC, 515 - Powder River Basin",515 - Powder River Basin,Oklahoma City,OK,73118,211120,W-ONSH,167030.088,342348.282,155825.47,84199.64,80492.796,86739.794,113676.352,166495.71,169077.97,92949.22
1009240,Chevron MCA 430 Permian Basin,430 - Permian Basin,San Ramon,CA,94583,211130,W-ONSH,242499.538,431066.174,356139.686,331744.29,197188.856,263732.564,220590.896,190681.226,265403.388,330005.662
1009485,Chief Oil & Gas LLC (160A),160A - Appalachian Basin (Eastern Overthrust Area),Dallas,TX,75225,211130,W-ONSH,190482.518,150310.032,138138.64,128285.548,60734.158,55198.144,116112.04,74162.2,43381.212,21437.314
1008702,Cimarex Energy Co. 360 Anadarko,360 - Anadarko Basin,Tulsa,OK,74103,211120,W-ONSH,286714.128,389256.022,407363.586,375094.754,441574.942,504577.182,388243.738,338890.016,280128.382,318310.042
1008544,Cimarex Energy Co. 430 Permian,430 - Permian Basin,Tulsa,OK,74103,211120,W-ONSH,398700.758,741889.118,558189.134,556862.698,612324.396,802006.842,782577.376,649927.44,402940.64,135975.29
1008698,Cimarex Energy Co. of Colorado 360 Anadarko,360 - Anadarko Basin,Tulsa,OK,74103,211120,W-ONSH,9896.346,25241.88,36476.922,54186.818,86672.2,105384.5,86159.354,85757.4,120376.084,118271.628
1008700,Cimarex Energy Co. of Colorado 430 Permian,430 - Permian Basin,Tulsa,OK,74103,211120,W-ONSH,102981.892,164378.87,226272.492,170214.128,165682.15,251868.948,226011.896,210790.58,244523.192,173980.714
1008959,"Compass Production Partners, LP - Permian Basin #430",430 - Permian Basin,Tulsa,OK,74136,211120,W-ONSH,25655.35,25640.85,26009.748,76270.95,88086.148,87551.998,77560.242,71839.83,37062.57,31355.128
1009890,"Comstock Resources, Inc. - Basin 230",230 - Arkla Basin,Frisco,TX,75034,211120,W-ONSH,215177.064,260581.506,108080.918,88228.984,42532.716,56615.66,44740.376,50412.632,58339.536,95900.818
1009907,"Comstock Resources, Inc. - Basin 260",260 - East Texas Basin,Frisco,TX,75034,211120,W-ONSH,130177.552,155170.334,31056.982,28234.002,29800.03,33501.23,33399.732,36880.174,38777.672,45682.392
1007475,ConocoPhillips Anadarko (360),360 - Anadarko Basin,Houston,TX,77079,211130,W-ONSH,98853.89,107771.516,107092.922,112537.416,135538.054,136893.424,205224.69,202932.54,183416.336,189076.714
1007485,"ConocoPhillips Gulf Coast Basin 220, Production","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77079,211120,W-ONSH,1298812.784,1278132.514,1178086.252,1100549.232,1020084.042,916012.862,1209204.87,1370641.6,1343862.494,979329.508
1007479,ConocoPhillips Permian (430),430 - Permian Basin,Houston,TX,77079,211120,"UU,W-ONSH",168654.574,301164.344,146202.954,137083.098,97537.498,159435.486,107514.296,85159.458,76610.568,83883.47
1007481,ConocoPhillips' Uinta (575),575 - Uinta Basin,Houston,TX,77079,211130,W-ONSH,26257.1,45115.8,48793.4,47512.0,48249.9,49168.2,53791.7,76964.5,235401.2,224023.5
1007482,ConocoPhillips' Williston (395),395 - Williston Basin,Houston,TX,77079,211120,W-ONSH,617449.554,1143592.314,731887.68,477769.48,336585.694,981930.144,1006276.414,540127.93,489651.42,194097.356
1007483,ConocoPhillips' Wind River (530),530 - Wind River Basin,Houston,TX,77079,211130,W-ONSH,34712.846,30912.896,31171.796,33173.646,35815.396,48974.48,82661.886,155754.796,82575.94,64520.89
1009878,Contura Pennsylvania Land LLC,160A - Appalachian Basin (Eastern Overthrust Area),Waynesburg,PA,15370,211130,W-ONSH,40766.138,41460.588,48377.284,50435.932,65759.772,69207.564,71842.062,67567.008,78409.604,79663.954
1008206,Crestone Peak - Denver Basin,540 - Denver Basin,Firestone,CO,80504,211120,W-ONSH,232470.04,285294.472,245945.944,236119.128,273445.752,309755.94,340805.796,236490.928,192872.296,169362.81
1010164,Daylight Petroleum LLC (Pintail Acquisition),"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77010,211120,W-ONSH,44728.422,19712.144,44627.552,23509.65,35374.016,40818.758,80718.0,2302.8,44437.26,52335.624
1008202,Denver Basin - AAPG Province 540,540 - Denver Basin,Denver,CO,80202,211120,W-ONSH,307093.228,299676.896,437497.908,483101.072,635321.638,606066.17,685654.24,726719.956,219249.822,334310.258
1010294,Discovery Natural Resources LLC - 430 Permian Basin,430 - Permian Basin,Denver,CO,80202,211120,W-ONSH,114619.142,161328.038,139819.868,124131.216,98970.286,99104.984,120503.282,126641.23,57839.3,44571.644
1008170,Dominion Energy Wexpro - Central Western Overthrust (Prod),507 - Central Western Overthrust,Salt Lake City,UT,84101,211130,W-ONSH,85250.792,81949.098,71055.144,89712.196,93482.648,97881.246,118699.094,135908.494,128777.644,125767.342
1008590,Dominion Energy Wexpro - Green River Basin (Prod),535 - Green River Basin,Salt Lake City,UT,84101,211130,W-ONSH,307622.876,358198.812,293387.764,304347.204,243279.904,230721.282,259601.78,277477.638,288209.148,314409.304
1008540,Dugan Production Corp- San Juan Basin,580 - San Juan Basin,Farmington,NM,87401,211130,W-ONSH,40820.252,24112.248,91094.814,44705.178,58271.84,182458.266,106559.836,159984.846,106215.7,189556.8
1008598,"Duncan Oil Properties, Inc. 360 Anadarko Basin",360 - Anadarko Basin,Oklahoma City,OK,73102,211120,W-ONSH,63705.946,69900.872,73315.53,63123.194,74025.262,68183.886,35028.968,54589.968,68658.1,53327.17
1008976,"EOG Resources, Inc. 350 South Oklahoma folded belt",350 - South Oklahoma Folded Belt,Houston,TX,77002,211120,W-ONSH,58954.832,70489.2,78880.836,107085.972,129452.672,251095.684,324616.29,350242.44,231426.22,140674.138
1008352,"EOG Resources, Inc. 360 Anadarko basin",360 - Anadarko Basin,Houston,TX,77002,211120,W-ONSH,69564.754,123107.94,149808.824,105339.822,170560.042,212286.332,249479.784,233598.368,122047.446,274656.63
1008980,"EOG Resources, Inc. 395 Williston basin",395 - Williston Basin,Houston,TX,77002,211120,W-ONSH,60408.872,196551.932,275528.06,149894.308,176656.692,138796.642,868890.768,669877.022,620002.456,665714.898
1008977,"EOG Resources, Inc. 420 Fort Worth syncline",420 - Fort Worth Syncline,Houston,TX,77002,211120,W-ONSH,157752.51,173979.892,185317.744,276134.514,320085.3,601767.718,768943.24,807406.676,443352.78,406788.484
1008351,"EOG Resources, Inc. 430 Permian basin",430 - Permian Basin,Houston,TX,77002,211120,W-ONSH,577305.328,978795.784,977033.836,800878.54,284272.278,423270.048,319057.33,239747.456,313648.422,190881.196
1008353,"EOG Resources, Inc. 535 Green River basin",535 - Green River Basin,Houston,TX,77002,211120,W-ONSH,4876.546,7320.796,9314.694,34863.188,86831.698,145757.85,132495.3,131589.0,52934.67,34070.87
1008979,"EOG Resources, Inc. 540 Denver basin",540 - Denver Basin,Houston,TX,77002,211120,W-ONSH,45698.136,169523.922,106563.054,50384.26,30000.186,44467.042,88002.264,114863.8,199109.524,292785.868
1008354,"EOG Resources, Inc. 575 Uinta basin",575 - Uinta Basin,Houston,TX,77002,211120,W-ONSH,51200.142,101725.662,224083.398,82107.894,115253.55,587712.798,520362.35,562551.192,197762.198,138863.006
1008219,"EOG Resources, Inc.220 Gulf Coast basin","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,211120,W-ONSH,306119.356,634498.184,644055.682,888255.674,825985.882,1067979.59,1386171.056,989212.698,935818.72,734526.738
1008092,EP Energy E&P 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,211130,W-ONSH,192659.23,87331.302,361804.994,106435.594,195907.392,219804.24,281002.198,258020.494,336027.806,390542.762
1009350,EP Energy E&P 575 Uinta Basin,575 - Uinta Basin,Houston,TX,77002,211130,W-ONSH,93943.042,77623.696,85617.39,170897.522,159204.562,137639.298,124835.788,132740.124,101019.25,33951.9
1009098,EQT CHAP LLC - Basin 160A - Appalachian Eastern Overthrust,160A - Appalachian Basin (Eastern Overthrust Area),Pittsburgh,PA,15222,211130,W-ONSH,81867.028,152317.774,111483.446,73918.566,55538.28,101354.464,186531.042,107408.046,110017.456,77552.682
1009308,EQT Production - Basin 160 - Appalachian,160 - Appalachian Basin,Pittsburgh,PA,15222,211130,W-ONSH,0.0,0.0,52.75,32296.69,25579.374,61780.608,45261.068,46006.728,57613.84,442111.136
1010233,EQT Production - Basin 160A - Appalachian Eastern Overthrust,160A - Appalachian Basin (Eastern Overthrust Area),Pittsburgh,PA,15222,211130,W-ONSH,599748.104,458414.612,559462.188,640265.796,224886.694,307473.876,255751.482,537030.246,210324.54,1304261.536
1008673,"EXCO Resources (PA), LLC - Basin 160A",160A - Appalachian Basin (Eastern Overthrust Area),Kittanning,PA,16201,211130,W-ONSH,33412.048,29235.242,28992.698,28372.498,32469.798,53259.534,52488.124,58512.748,67917.544,59781.794
1008957,"EXCO Resources, Inc. - Arkla Basin #230",230 - Arkla Basin,Dallas,TX,75251,211130,W-ONSH,201540.364,525309.416,286116.748,154680.01,89484.84,82103.106,110294.43,100189.562,290498.708,377101.106
1008958,"EXCO Resources, Inc. - East Texas Basin #260",260 - East Texas Basin,Dallas,TX,75251,211130,W-ONSH,120505.296,99585.696,84907.446,23074.042,34283.28,52393.576,33603.368,12165.2,81574.244,128172.142
1009956,"Elk Operating Services, LLC 585 Paradox Basin",585 - Paradox Basin,Denver,CO,80203,211120,"UU,W-ONSH",51563.816,156239.228,93052.532,75276.808,61535.576,72353.496,175145.336,121769.638,157075.54,244094.644
1011659,Endeavor Energy Resources LP 430 Permian Basin,430 - Permian Basin,Midland,TX,79701,211120,W-ONSH,1116503.796,2118286.87,632774.648,262919.65,267075.714,257629.572,315596.732,308107.372,290548.538,266466.038
1009595,Enerplus Resources (USA) Corporation - Williston Basin,395 - Williston Basin,Denver,CO,80202,211120,W-ONSH,531017.976,806102.934,641676.846,542803.352,325756.796,386399.796,509958.514,197165.212,168039.332,219769.838
1009967,"Enervest Operating, L.L.C. 160 Appalachian Basin",160 - Appalachian Basin,Houston,TX,77002,211130,W-ONSH,154791.25,147222.1,165046.986,186287.55,297016.186,328247.64,358912.37,347002.988,522352.492,566488.544
1009932,"Enervest Operating, L.L.C. 160A Appalachian Basin (Eastern Overthrust area)",160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77002,211130,W-ONSH,222871.198,228693.85,208628.7,197550.1,317978.38,256546.3,274124.45,211469.762,394282.45,1075807.55
1009666,"Enervest Operating, L.L.C. 415 Strawn Basin",415 - Strawn Basin,Houston,TX,77002,211130,W-ONSH,339841.988,995842.466,645347.11,753882.538,171145.944,124467.366,183631.506,123787.984,112537.286,33955.394
1009689,"Enervest Operating, L.L.C. 420 Fort Worth Syncline",420 - Fort Worth Syncline,Houston,TX,77002,211130,W-ONSH,14697.876,132601.358,449003.278,390761.618,341011.388,261478.506,509699.302,441487.802,432522.714,1207089.91
1008604,Ensign Gulf Coast Basin-Production,"220 - Gulf Coast Basin (LA, TX)",Pawnee,TX,78145,211120,W-ONSH,81438.426,136224.102,109613.566,134354.542,136038.53,206431.688,233617.334,253550.596,208410.35,398927.756
1008475,EnverVest Operating L.L.C.- 430 HighMount Permian,430 - Permian Basin,Houston,TX,77060,211130,W-ONSH,221920.3,635201.95,597198.15,546626.75,523952.4,445432.244,399232.832,636132.03,677238.556,668590.806
1008608,"Evergreen Natural Resources, LLC. Las Vegas-Raton",455 - Las Vegas-Raton Basin,Trinidad,CO,81082,211130,W-ONSH,216592.99,210725.946,210461.896,209566.398,193022.984,195959.032,186632.506,177342.37,171864.222,177429.462
1009357,Finley Resources Inc - Uintah Basin (575),575 - Uinta Basin,Fort Worth,TX,76102,211120,W-ONSH,84113.864,95446.474,91491.866,61227.732,64483.744,141277.466,168686.634,212426.026,318819.648,341783.704
1008753,Foundation Energy Management 345 Arkoma Basin,345 - Arkoma Basin,Addison,TX,75001,211130,W-ONSH,82443.118,85369.504,85422.508,60221.882,38761.338,72578.916,35019.082,28361.736,83668.838,95643.132
1008755,Foundation Energy Management 540 DJ Basin,540 - Denver Basin,Addison,TX,75001,211130,W-ONSH,48793.14,50554.768,50842.02,71982.842,80863.824,64245.02,144220.786,163330.558,159982.816,67294.278
1008323,Foundation Energy Management 595 Piceance Basin,595 - Piceance Basin,Addison,TX,75001,211130,W-ONSH,27742.144,33000.688,47932.942,55137.588,58682.64,43400.522,38311.246,69245.216,51038.388,36482.796
1010222,GULF COAST BASIN,"220 - Gulf Coast Basin (LA, TX)",HOUSTON,TX,77002,211130,W-ONSH,1228151.178,1238843.328,1233583.778,1418322.572,1109795.352,961543.11,193830.258,52718.884,38809.392,29952.048
1009848,GeoSouthern Energy Corporation,"220 - Gulf Coast Basin (LA, TX)",Brenham,TX,77833,211130,W-ONSH,57667.394,67448.764,55809.852,44076.038,34566.162,42327.446,35169.516,329662.528,234015.218,260842.842
1009625,"Grayson Mill Operating, LLC",395 - Williston Basin,Houston,TX,77079,211120,W-ONSH,557101.378,656280.05,535423.682,367705.358,332092.618,524334.814,945047.454,1289798.746,816766.906,442940.44
1008794,Great Western Oil & Gas Company - D-J Basin,540 - Denver Basin,Denver,CO,80290,211130,W-ONSH,158818.276,293419.466,345260.83,256932.584,196595.156,144371.944,29440.282,34049.562,31258.104,13044.844
1008954,Green River Basin - 535,535 - Green River Basin,Houston,TX,77210,211130,W-ONSH,109933.0,105473.5,96972.85,34894.8,97962.45,61913.55,69770.4,111223.5,46284.0,56523.65
1006564,Greylock Energy,160A - Appalachian Basin (Eastern Overthrust Area),Charleston,WV,25311,211120,W-ONSH,72809.888,37009.772,82837.414,77684.25,95278.398,44151.08,40922.894,35617.448,39744.442,43878.136
1008714,Gulf Coast Facility,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,211130,W-ONSH,110275.084,116594.736,120949.448,73809.552,42778.818,55443.808,73420.578,84342.84,213705.548,550145.398
1008490,Hess Corporation - 395 - Williston Basin,395 - Williston Basin,Houston,TX,77010,211120,W-ONSH,1750517.3068745756,2149291.329698496,1614816.8989161917,1273191.558,1049929.354,1537528.224,1494785.314,1278658.01,1350024.726,698529.668
1009354,HighPoint Operating Corporation - Denver Basin (540),540 - Denver Basin,Denver,CO,80202,211120,W-ONSH,286194.984,342750.788,285410.864,217131.338,159649.912,164410.73,131712.076,81897.726,74043.376,43662.942
1007599,"Indigo Minerals, LLC",230 - Arkla Basin,Houston,TX,77002,211130,W-ONSH,484715.206,509587.51,470207.016,436794.874,346635.376,188380.484,219456.234,91734.866,99210.496,40433.928
1007037,"J. Cleo Thompson & James Cleo Thompson, Jr. L.P. 430 Permian Basin",430 - Permian Basin,Dallas,TX,75201,211120,W-ONSH,19523.342,19306.644,18460.55,23846.9,23375.65,21085.28,33594.1,30652.4,17341.9,38339.65
1008411,JMA Energy 360,360 - Anadarko Basin,OKC,OK,73118,211120,W-ONSH,30690.39,36803.604,50880.842,49180.784,38788.272,37827.028,31618.356,51772.372,49240.824,52079.014
1008066,"Jordan Development Company, LLC",305 - Michigan Basin,Traverse City,MI,49696,211130,W-ONSH,75639.91,61352.552,79223.654,80706.14,92488.776,106983.552,126573.084,98043.964,141447.114,130024.42
1009135,Kaiser-Francis Oil Company 360 Anadarko Basin,360 - Anadarko Basin,Tulsa,OK,74136,211120,W-ONSH,93715.046,106400.196,82829.596,131181.566,135035.024,162131.194,159514.75,161254.408,221800.842,842079.74
1008703,Key Production Co. 360 Anadarko,360 - Anadarko Basin,Tulsa,OK,74103,211120,W-ONSH,7179.15,9761.6,11083.5,19413.394,39131.8,44086.75,39941.872,39444.768,42711.97,40146.462
1008299,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",305 - Michigan Basin,HOUSTON,TX,77079,211130,W-ONSH,92310.89,127876.536,139697.63,129887.464,124424.128,104066.224,102077.37,118317.472,118573.862,96925.012
1009683,"Laredo Energy 220 Gulf Basin (LA, TX)","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,211130,W-ONSH,70102.392,70714.118,39037.994,32344.374,54991.88,29111.058,16014.564,33745.3,116449.926,100120.76
1009056,Laredo Petroleum Basin 430,430 - Permian Basin,Tulsa,OK,74119,211120,W-ONSH,402542.942,309941.254,207049.81,223262.352,181101.876,200085.678,245125.458,88934.01,69428.57,31765.688
1009588,Lewis Energy Group,"220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78216,211130,W-ONSH,398694.456,345325.728,378978.878,387773.43,314130.054,364339.122,1244930.978,1034518.588,658189.478,265486.854
1009762,Luff Exploration Company - 395 - Williston Basin,395 - Williston Basin,Denver,CO,80203,211120,W-ONSH,34320.064,33564.916,33210.216,32487.216,28812.632,29270.84,24798.622,38401.486,31942.722,41023.92
1004628,MACPHERSON OIL COMPANY,745 - San Joaquin Basin,BAKERSFIELD,CA,93308,211120,W-ONSH,68050.346,144072.118,172282.56,196416.01,186811.948,289453.952,374153.042,332565.296,286880.772,2472.544
1010320,MAVERICK- BASIN 305 PRODUCTION,305 - Michigan Basin,GAYLORD,MI,49735,211130,W-ONSH,58940.484,73105.388,81742.366,90354.802,88300.652,88037.498,87345.186,96113.466,94661.596,169947.744
1009274,MERIT ENERGY CO LLC 360 ANADARKO BASIN,360 - Anadarko Basin,DALLAS,TX,75240,211130,W-ONSH,114611.946,123684.58,134367.286,132613.682,114773.556,50683.6,32141.17,78899.116,76533.824,28639.106
1009353,Marathon Oil Anadarko Basin (AAPG 360),360 - Anadarko Basin,Oklahoma City,OK,73132,211120,W-ONSH,219358.752,212980.14,204920.724,419791.15,231266.82,168297.59,148978.486,218465.376,272327.254,442537.026
1008173,"Marathon Oil Corporation Williston Basin, AAPG Basin 395",395 - Williston Basin,Dickinson,ND,58601,211120,W-ONSH,1649011.046,3322123.788,2396637.506,1050886.25,542416.006,991803.75,791293.01,690509.204,649660.344,463635.932
